date,platform,campaign,spend,clicks,impressions
2025-06-11,Google Ads,Brand,415.49,469,48872
2025-06-11,Meta Ads,Prospecting,104.83,52,36218
2025-06-11,TikTok Ads,Retargeting,489.81,1613,39224
2025-06-12,Google Ads,Brand,366.85,1429,26033
2025-06-12,Meta Ads,Retargeting,143.53,1302,42569
2025-06-12,TikTok Ads,Retargeting,284.42,1692,29979
2025-06-13,Google Ads,Brand,175.65,437,39119
2025-06-13,Meta Ads,Retargeting,407.71,1561,26917
2025-06-13,TikTok Ads,Brand,234.11,1514,48597
2025-06-14,Google Ads,Prospecting,196.95,1867,32392
2025-06-14,Meta Ads,Brand,258.06,960,13125
2025-06-14,TikTok Ads,Brand,110.65,1024,48807
2025-06-15,Google Ads,Brand,330.83,63,21326
2025-06-15,Meta Ads,Brand,444.92,1694,26834
2025-06-15,TikTok Ads,Retargeting,311.75,162,10405
2025-06-16,Google Ads,Brand,224.67,951,43278
2025-06-16,Meta Ads,Prospecting,68.11,1098,9997
2025-06-16,TikTok Ads,Retargeting,380.21,44,40537
2025-06-17,Google Ads,Brand,201.38,62,8211
2025-06-17,Meta Ads,Brand,386.45,1339,3866
2025-06-17,TikTok Ads,Brand,139.2,191,18541
2025-06-18,Google Ads,Brand,470.53,1248,1884
2025-06-18,Meta Ads,Brand,479.66,237,36544
2025-06-18,TikTok Ads,Retargeting,412.76,1766,47363
2025-06-19,Google Ads,Brand,117.11,1003,37887
2025-06-19,Meta Ads,Prospecting,411.42,649,22741
2025-06-19,TikTok Ads,Prospecting,94.17,134,36620
2025-06-20,Google Ads,Retargeting,148.38,1133,9065
2025-06-20,Meta Ads,Brand,415.96,230,36693
2025-06-20,TikTok Ads,Prospecting,69.23,1835,28216
2025-06-21,Google Ads,Brand,20.58,479,2572
2025-06-21,Meta Ads,Brand,225.03,321,24154
2025-06-21,TikTok Ads,Retargeting,157.69,1907,45853
2025-06-22,Google Ads,Prospecting,349.65,1484,8366
2025-06-22,Meta Ads,Prospecting,101.39,245,15714
2025-06-22,TikTok Ads,Brand,479.1,597,24416
2025-06-23,Google Ads,Brand,315.53,262,24625
2025-06-23,Meta Ads,Brand,449.88,1258,10902
2025-06-23,TikTok Ads,Brand,225.74,705,40296
2025-06-24,Google Ads,Brand,346.13,327,44730
2025-06-24,Meta Ads,Retargeting,164.75,1694,19809
2025-06-24,TikTok Ads,Prospecting,440.19,575,33718
2025-06-25,Google Ads,Retargeting,197.17,563,47616
2025-06-25,Meta Ads,Brand,398.65,1784,10741
2025-06-25,TikTok Ads,Retargeting,90.36,322,26598
2025-06-26,Google Ads,Prospecting,366.24,1628,32354
2025-06-26,Meta Ads,Brand,74.32,895,48625
2025-06-26,TikTok Ads,Prospecting,89.44,681,9358
2025-06-27,Google Ads,Brand,388.42,742,21926
2025-06-27,Meta Ads,Prospecting,223.44,1440,28128
2025-06-27,TikTok Ads,Retargeting,400.88,702,10058
2025-06-28,Google Ads,Retargeting,462.37,804,28437
2025-06-28,Meta Ads,Retargeting,258.61,1113,33283
2025-06-28,TikTok Ads,Retargeting,277.38,491,26206
2025-06-29,Google Ads,Brand,298.86,883,35533
2025-06-29,Meta Ads,Retargeting,392.76,1681,15374
2025-06-29,TikTok Ads,Retargeting,61.88,760,1187
2025-06-30,Google Ads,Brand,497.07,55,24750
2025-06-30,Meta Ads,Retargeting,247.48,293,8219
2025-06-30,TikTok Ads,Brand,457.45,759,10132
2025-07-01,Google Ads,Prospecting,240.99,1730,37143
2025-07-01,Meta Ads,Prospecting,136.4,1715,15718
2025-07-01,TikTok Ads,Brand,378.56,260,46598
2025-07-02,Google Ads,Retargeting,88.68,1521,2726
2025-07-02,Meta Ads,Retargeting,483.16,781,4544
2025-07-02,TikTok Ads,Retargeting,70.88,1211,5834
2025-07-03,Google Ads,Prospecting,421.97,1802,11366
2025-07-03,Meta Ads,Brand,90.51,309,6176
2025-07-03,TikTok Ads,Brand,56.99,1185,28295
2025-07-04,Google Ads,Brand,387.4,982,49729
2025-07-04,Meta Ads,Brand,379.09,1450,20628
2025-07-04,TikTok Ads,Prospecting,217.53,710,30096
2025-07-05,Google Ads,Retargeting,353.72,607,8291
2025-07-05,Meta Ads,Brand,48.8,1335,3104
2025-07-05,TikTok Ads,Retargeting,380.54,1050,11508
2025-07-06,Google Ads,Brand,210.27,887,45558
2025-07-06,Meta Ads,Prospecting,285.99,1718,17911
2025-07-06,TikTok Ads,Retargeting,260.9,1472,15897
2025-07-07,Google Ads,Prospecting,467.1,576,7025
2025-07-07,Meta Ads,Retargeting,201.23,1967,9200
2025-07-07,TikTok Ads,Retargeting,121.69,1287,4669
2025-07-08,Google Ads,Brand,208.3,1704,49889
2025-07-08,Meta Ads,Retargeting,310.44,178,46378
2025-07-08,TikTok Ads,Prospecting,249.16,1356,43066
2025-07-09,Google Ads,Prospecting,417.08,357,4582
2025-07-09,Meta Ads,Prospecting,330.39,418,18689
2025-07-09,TikTok Ads,Brand,70.11,762,40530
2025-07-10,Google Ads,Prospecting,33.46,597,11666
2025-07-10,Meta Ads,Retargeting,71.1,453,40132
2025-07-10,TikTok Ads,Brand,383.13,653,13303
2025-07-11,Google Ads,Retargeting,116.83,1923,3121
2025-07-11,Meta Ads,Brand,149.2,1187,38014
2025-07-11,TikTok Ads,Brand,290.59,1638,32706
2025-07-12,Google Ads,Brand,43.06,210,21224
2025-07-12,Meta Ads,Brand,490.66,1559,19507
2025-07-12,TikTok Ads,Prospecting,260.1,664,26601
2025-07-13,Google Ads,Retargeting,190.8,285,47049
2025-07-13,Meta Ads,Retargeting,66.74,854,49591
2025-07-13,TikTok Ads,Retargeting,68.48,1673,10842
2025-07-14,Google Ads,Brand,301.84,802,32257
2025-07-14,Meta Ads,Retargeting,437.03,96,20013
2025-07-14,TikTok Ads,Brand,92.74,968,6161
2025-07-15,Google Ads,Retargeting,64.78,1491,16176
2025-07-15,Meta Ads,Brand,407.59,1359,10231
2025-07-15,TikTok Ads,Retargeting,97.3,1993,33874
2025-07-16,Google Ads,Retargeting,496.29,1266,43689
2025-07-16,Meta Ads,Retargeting,466.51,719,30326
2025-07-16,TikTok Ads,Brand,182.73,757,41859
2025-07-17,Google Ads,Prospecting,39.21,1479,45752
2025-07-17,Meta Ads,Prospecting,134.77,1270,40772
2025-07-17,TikTok Ads,Brand,479.85,1181,42142
2025-07-18,Google Ads,Prospecting,66.75,50,10346
2025-07-18,Meta Ads,Prospecting,282.63,1653,6712
2025-07-18,TikTok Ads,Prospecting,65.17,662,12122
2025-07-19,Google Ads,Prospecting,97.51,593,38782
2025-07-19,Meta Ads,Prospecting,189.62,165,12743
2025-07-19,TikTok Ads,Retargeting,390.53,548,32015
2025-07-20,Google Ads,Prospecting,386.31,925,43617
2025-07-20,Meta Ads,Brand,471.12,1184,32998
2025-07-20,TikTok Ads,Brand,194.47,607,27275
2025-07-21,Google Ads,Prospecting,431.36,1898,45602
2025-07-21,Meta Ads,Brand,231.6,1069,41935
2025-07-21,TikTok Ads,Prospecting,199.37,1417,28079
2025-07-22,Google Ads,Retargeting,236.04,1816,45731
2025-07-22,Meta Ads,Brand,317.89,1338,4739
2025-07-22,TikTok Ads,Retargeting,399.48,1453,37752
2025-07-23,Google Ads,Brand,94.19,235,20048
2025-07-23,Meta Ads,Prospecting,95.94,837,5782
2025-07-23,TikTok Ads,Brand,206.35,966,44853
2025-07-24,Google Ads,Brand,187.49,979,43105
2025-07-24,Meta Ads,Retargeting,452.06,972,8151
2025-07-24,TikTok Ads,Brand,106.53,241,27014
2025-07-25,Google Ads,Prospecting,115.75,693,5225
2025-07-25,Meta Ads,Prospecting,184.36,1257,32869
2025-07-25,TikTok Ads,Brand,357.1,995,8492
2025-07-26,Google Ads,Prospecting,238.2,1136,11206
2025-07-26,Meta Ads,Prospecting,89.85,457,21983
2025-07-26,TikTok Ads,Retargeting,35.04,1251,25922
2025-07-27,Google Ads,Brand,469.5,760,29187
2025-07-27,Meta Ads,Prospecting,122.44,453,2503
2025-07-27,TikTok Ads,Retargeting,223.0,536,42660
2025-07-28,Google Ads,Brand,60.12,161,18950
2025-07-28,Meta Ads,Prospecting,59.22,1809,47675
2025-07-28,TikTok Ads,Prospecting,438.22,1094,15031
2025-07-29,Google Ads,Retargeting,448.68,396,4522
2025-07-29,Meta Ads,Brand,449.58,897,23414
2025-07-29,TikTok Ads,Prospecting,98.98,735,28466
2025-07-30,Google Ads,Prospecting,248.24,1430,11530
2025-07-30,Meta Ads,Retargeting,229.66,1889,46409
2025-07-30,TikTok Ads,Retargeting,206.79,40,37759
2025-07-31,Google Ads,Retargeting,115.31,1500,44775
2025-07-31,Meta Ads,Retargeting,315.93,683,44520
2025-07-31,TikTok Ads,Retargeting,376.56,1528,49046
2025-08-01,Google Ads,Prospecting,26.81,1856,31058
2025-08-01,Meta Ads,Brand,259.73,668,8445
2025-08-01,TikTok Ads,Retargeting,215.07,1086,48335
2025-08-02,Google Ads,Brand,494.35,1951,9239
2025-08-02,Meta Ads,Retargeting,235.68,1204,7386
2025-08-02,TikTok Ads,Brand,124.94,404,28536
2025-08-03,Google Ads,Retargeting,282.12,360,40383
2025-08-03,Meta Ads,Prospecting,123.75,449,13527
2025-08-03,TikTok Ads,Retargeting,296.88,49,25265
2025-08-04,Google Ads,Prospecting,27.77,1856,21117
2025-08-04,Meta Ads,Retargeting,413.14,275,46830
2025-08-04,TikTok Ads,Prospecting,331.48,953,28135
2025-08-05,Google Ads,Prospecting,188.83,1716,36551
2025-08-05,Meta Ads,Prospecting,271.12,1586,23008
2025-08-05,TikTok Ads,Brand,464.65,959,29074
2025-08-06,Google Ads,Prospecting,104.91,1238,11659
2025-08-06,Meta Ads,Retargeting,229.22,603,44227
2025-08-06,TikTok Ads,Retargeting,346.54,1318,19562
2025-08-07,Google Ads,Retargeting,317.78,1914,7502
2025-08-07,Meta Ads,Brand,406.85,232,6874
2025-08-07,TikTok Ads,Retargeting,27.88,1929,27953
2025-08-08,Google Ads,Brand,258.27,1559,41883
2025-08-08,Meta Ads,Retargeting,67.86,929,33988
2025-08-08,TikTok Ads,Retargeting,406.82,1387,19999
2025-08-09,Google Ads,Prospecting,121.7,1611,30794
2025-08-09,Meta Ads,Retargeting,202.92,420,31774
2025-08-09,TikTok Ads,Brand,188.29,1645,31405
2025-08-10,Google Ads,Prospecting,455.84,1340,47126
2025-08-10,Meta Ads,Retargeting,209.99,1944,25552
2025-08-10,TikTok Ads,Brand,263.63,568,44167
2025-08-11,Google Ads,Prospecting,167.55,1868,28178
2025-08-11,Meta Ads,Retargeting,135.95,1863,28168
2025-08-11,TikTok Ads,Brand,27.45,334,25537
2025-08-12,Google Ads,Retargeting,413.62,1248,21805
2025-08-12,Meta Ads,Prospecting,101.8,1191,29181
2025-08-12,TikTok Ads,Brand,286.75,821,13626
2025-08-13,Google Ads,Retargeting,329.33,1716,4380
2025-08-13,Meta Ads,Retargeting,225.97,1943,42698
2025-08-13,TikTok Ads,Prospecting,489.13,375,27418
2025-08-14,Google Ads,Prospecting,268.29,915,16136
2025-08-14,Meta Ads,Brand,360.81,278,34046
2025-08-14,TikTok Ads,Brand,323.09,1626,26690
2025-08-15,Google Ads,Retargeting,460.0,1734,37235
2025-08-15,Meta Ads,Brand,475.38,437,7111
2025-08-15,TikTok Ads,Brand,32.31,43,42215
2025-08-16,Google Ads,Retargeting,93.46,1285,47371
2025-08-16,Meta Ads,Retargeting,461.89,181,38473
2025-08-16,TikTok Ads,Prospecting,32.14,1523,9555
2025-08-17,Google Ads,Prospecting,324.54,1612,24469
2025-08-17,Meta Ads,Brand,135.07,1858,15532
2025-08-17,TikTok Ads,Prospecting,113.04,1741,17072
2025-08-18,Google Ads,Retargeting,394.41,1629,25779
2025-08-18,Meta Ads,Prospecting,336.44,583,6437
2025-08-18,TikTok Ads,Brand,321.17,1327,38968
2025-08-19,Google Ads,Brand,73.25,1918,40052
2025-08-19,Meta Ads,Brand,71.4,598,18170
2025-08-19,TikTok Ads,Brand,64.53,1032,24684
2025-08-20,Google Ads,Brand,207.58,1025,2438
2025-08-20,Meta Ads,Prospecting,55.32,1984,42004
2025-08-20,TikTok Ads,Brand,120.94,879,25592
2025-08-21,Google Ads,Prospecting,324.1,943,11558
2025-08-21,Meta Ads,Brand,163.4,1870,12709
2025-08-21,TikTok Ads,Retargeting,292.3,1262,3061
2025-08-22,Google Ads,Brand,488.44,730,32713
2025-08-22,Meta Ads,Retargeting,308.0,30,11380
2025-08-22,TikTok Ads,Retargeting,376.01,1917,8968
2025-08-23,Google Ads,Brand,310.93,1117,2509
2025-08-23,Meta Ads,Retargeting,265.64,332,15175
2025-08-23,TikTok Ads,Prospecting,75.1,464,2933
2025-08-24,Google Ads,Prospecting,86.51,190,48693
2025-08-24,Meta Ads,Retargeting,471.13,568,18935
2025-08-24,TikTok Ads,Prospecting,115.63,208,23842
2025-08-25,Google Ads,Retargeting,284.72,622,31608
2025-08-25,Meta Ads,Retargeting,408.33,913,34597
2025-08-25,TikTok Ads,Prospecting,462.73,532,12335
2025-08-26,Google Ads,Brand,349.79,1837,48015
2025-08-26,Meta Ads,Prospecting,481.7,230,39249
2025-08-26,TikTok Ads,Retargeting,169.56,1646,14489
2025-08-27,Google Ads,Retargeting,254.16,1828,30239
2025-08-27,Meta Ads,Prospecting,306.24,576,21889
2025-08-27,TikTok Ads,Retargeting,71.63,804,29135
2025-08-28,Google Ads,Brand,292.23,785,42464
2025-08-28,Meta Ads,Brand,235.71,1841,3212
2025-08-28,TikTok Ads,Retargeting,141.47,859,20233
2025-08-29,Google Ads,Retargeting,416.81,1341,35766
2025-08-29,Meta Ads,Prospecting,211.19,254,12790
2025-08-29,TikTok Ads,Prospecting,226.11,400,24445
2025-08-30,Google Ads,Brand,54.87,1365,25357
2025-08-30,Meta Ads,Prospecting,89.62,663,9015
2025-08-30,TikTok Ads,Brand,172.92,42,47976
2025-08-31,Google Ads,Prospecting,122.61,1182,22073
2025-08-31,Meta Ads,Brand,289.59,809,19586
2025-08-31,TikTok Ads,Retargeting,121.84,465,7744
2025-09-01,Google Ads,Retargeting,153.46,1264,44997
2025-09-01,Meta Ads,Brand,295.5,1343,28639
2025-09-01,TikTok Ads,Retargeting,382.98,670,21979
2025-09-02,Google Ads,Brand,114.62,1663,33370
2025-09-02,Meta Ads,Prospecting,42.46,582,28606
2025-09-02,TikTok Ads,Brand,79.56,370,40415
2025-09-03,Google Ads,Prospecting,303.76,504,38775
2025-09-03,Meta Ads,Brand,156.82,1338,38732
2025-09-03,TikTok Ads,Brand,457.59,602,9589
2025-09-04,Google Ads,Prospecting,37.76,1112,35571
2025-09-04,Meta Ads,Brand,181.95,53,5551
2025-09-04,TikTok Ads,Prospecting,65.66,1663,28202
2025-09-05,Google Ads,Retargeting,164.48,669,23663
2025-09-05,Meta Ads,Prospecting,58.29,1606,21524
2025-09-05,TikTok Ads,Prospecting,313.91,825,20558
2025-09-06,Google Ads,Retargeting,492.3,1030,43014
2025-09-06,Meta Ads,Brand,424.68,1940,41499
2025-09-06,TikTok Ads,Brand,34.06,117,1681
2025-09-07,Google Ads,Brand,70.47,681,46062
2025-09-07,Meta Ads,Retargeting,229.13,368,6768
2025-09-07,TikTok Ads,Brand,367.57,1683,25174
2025-09-08,Google Ads,Retargeting,494.99,1933,46104
2025-09-08,Meta Ads,Brand,144.65,1627,3823
2025-09-08,TikTok Ads,Brand,43.04,643,5917
2025-09-09,Google Ads,Prospecting,178.08,1274,25874
2025-09-09,Meta Ads,Prospecting,355.36,1914,10028
2025-09-09,TikTok Ads,Retargeting,241.13,278,21927
2025-09-10,Google Ads,Brand,381.46,1838,28085
2025-09-10,Meta Ads,Retargeting,234.45,270,35194
2025-09-10,TikTok Ads,Retargeting,135.45,998,44336
2025-09-11,Google Ads,Prospecting,488.65,679,48897
2025-09-11,Meta Ads,Prospecting,128.4,560,20414
2025-09-11,TikTok Ads,Retargeting,59.74,1163,16884
2025-09-12,Google Ads,Retargeting,330.62,1772,14493
2025-09-12,Meta Ads,Retargeting,57.45,1032,4949
2025-09-12,TikTok Ads,Brand,26.3,462,31680
2025-09-13,Google Ads,Prospecting,110.2,234,23311
2025-09-13,Meta Ads,Brand,410.72,1579,35579
2025-09-13,TikTok Ads,Retargeting,432.06,1577,21435
2025-09-14,Google Ads,Retargeting,237.93,335,34063
2025-09-14,Meta Ads,Brand,458.78,468,24831
2025-09-14,TikTok Ads,Prospecting,488.03,1797,41663
2025-09-15,Google Ads,Retargeting,117.45,839,13317
2025-09-15,Meta Ads,Brand,153.36,356,45975
2025-09-15,TikTok Ads,Prospecting,476.72,1202,43492
2025-09-16,Google Ads,Brand,90.7,1814,8023
2025-09-16,Meta Ads,Retargeting,72.9,53,31202
2025-09-16,TikTok Ads,Brand,148.04,995,44377
2025-09-17,Google Ads,Retargeting,237.27,563,8754
2025-09-17,Meta Ads,Retargeting,60.35,903,14897
2025-09-17,TikTok Ads,Brand,210.53,902,34287
2025-09-18,Google Ads,Prospecting,45.52,578,25233
2025-09-18,Meta Ads,Brand,43.58,803,48972
2025-09-18,TikTok Ads,Prospecting,113.09,407,27390
2025-09-19,Google Ads,Brand,305.14,1104,40809
2025-09-19,Meta Ads,Prospecting,268.94,243,45640
2025-09-19,TikTok Ads,Brand,330.25,1983,8279
2025-09-20,Google Ads,Brand,75.29,1853,3338
2025-09-20,Meta Ads,Retargeting,147.77,154,35873
2025-09-20,TikTok Ads,Brand,152.22,1827,41646
2025-09-21,Google Ads,Retargeting,363.6,822,26748
2025-09-21,Meta Ads,Brand,125.55,1707,46330
2025-09-21,TikTok Ads,Prospecting,257.68,370,14341
2025-09-22,Google Ads,Prospecting,325.71,1465,40079
2025-09-22,Meta Ads,Prospecting,372.26,213,13129
2025-09-22,TikTok Ads,Retargeting,455.74,1294,32244
2025-09-23,Google Ads,Retargeting,166.56,1876,46084
2025-09-23,Meta Ads,Brand,101.71,1415,5551
2025-09-23,TikTok Ads,Brand,109.93,1862,30833
2025-09-24,Google Ads,Brand,481.88,1384,32103
2025-09-24,Meta Ads,Prospecting,180.35,383,18290
2025-09-24,TikTok Ads,Brand,101.95,1577,1637
2025-09-25,Google Ads,Retargeting,189.03,990,39217
2025-09-25,Meta Ads,Brand,254.39,526,31970
2025-09-25,TikTok Ads,Brand,41.68,55,38176
2025-09-26,Google Ads,Retargeting,495.4,1730,15961
2025-09-26,Meta Ads,Retargeting,261.51,1566,10606
2025-09-26,TikTok Ads,Brand,68.0,1666,49246
2025-09-27,Google Ads,Prospecting,237.26,1524,23988
2025-09-27,Meta Ads,Retargeting,143.52,1016,17615
2025-09-27,TikTok Ads,Prospecting,240.2,1715,24109
2025-09-28,Google Ads,Prospecting,360.88,1845,34936
2025-09-28,Meta Ads,Retargeting,431.34,1867,40042
2025-09-28,TikTok Ads,Prospecting,74.13,1424,35033
2025-09-29,Google Ads,Retargeting,327.1,322,27890
2025-09-29,Meta Ads,Brand,336.5,310,24409
2025-09-29,TikTok Ads,Prospecting,34.83,1202,49562
2025-09-30,Google Ads,Retargeting,487.18,756,14520
2025-09-30,Meta Ads,Retargeting,62.85,1905,25758
2025-09-30,TikTok Ads,Retargeting,71.81,580,42083
2025-10-01,Google Ads,Retargeting,281.56,1888,30443
2025-10-01,Meta Ads,Retargeting,103.98,1884,45503
2025-10-01,TikTok Ads,Prospecting,446.24,820,39610
2025-10-02,Google Ads,Prospecting,473.73,585,21271
2025-10-02,Meta Ads,Brand,39.73,1085,46995
2025-10-02,TikTok Ads,Prospecting,420.4,271,29407
2025-10-03,Google Ads,Prospecting,292.0,1643,23740
2025-10-03,Meta Ads,Prospecting,72.89,37,33697
2025-10-03,TikTok Ads,Retargeting,90.62,1414,10845
2025-10-04,Google Ads,Retargeting,484.0,1297,37578
2025-10-04,Meta Ads,Retargeting,98.05,1017,19891
2025-10-04,TikTok Ads,Brand,403.9,51,30744
2025-10-05,Google Ads,Brand,124.32,1710,39867
2025-10-05,Meta Ads,Brand,45.53,646,1333
2025-10-05,TikTok Ads,Prospecting,189.08,1728,1042
2025-10-06,Google Ads,Brand,140.69,737,19564
2025-10-06,Meta Ads,Retargeting,339.36,1594,37749
2025-10-06,TikTok Ads,Brand,477.77,1480,18738
2025-10-07,Google Ads,Brand,498.04,422,29314
2025-10-07,Meta Ads,Retargeting,460.76,615,15343
2025-10-07,TikTok Ads,Brand,247.13,746,17300
2025-10-08,Google Ads,Retargeting,325.78,885,27156
2025-10-08,Meta Ads,Brand,448.66,1904,20793
2025-10-08,TikTok Ads,Retargeting,169.15,1174,29561
2025-10-09,Google Ads,Retargeting,440.45,1667,38890
2025-10-09,Meta Ads,Brand,347.99,428,17385
2025-10-09,TikTok Ads,Brand,219.83,428,20730
2025-10-10,Google Ads,Prospecting,61.09,1180,42177
2025-10-10,Meta Ads,Prospecting,282.0,789,29632
2025-10-10,TikTok Ads,Brand,86.53,925,46490
2025-10-11,Google Ads,Prospecting,261.83,1423,47700
2025-10-11,Meta Ads,Prospecting,244.82,895,31575
2025-10-11,TikTok Ads,Prospecting,481.49,964,2813
2025-10-12,Google Ads,Retargeting,32.68,1590,28585
2025-10-12,Meta Ads,Brand,382.81,1279,20817
2025-10-12,TikTok Ads,Brand,298.55,784,9341
2025-10-13,Google Ads,Retargeting,280.77,1178,20224
2025-10-13,Meta Ads,Brand,382.56,824,9253
2025-10-13,TikTok Ads,Prospecting,341.64,967,34948
2025-10-14,Google Ads,Prospecting,422.82,193,4584
2025-10-14,Meta Ads,Prospecting,418.35,1350,8015
2025-10-14,TikTok Ads,Prospecting,305.28,1703,20043
2025-10-15,Google Ads,Retargeting,251.1,698,4988
2025-10-15,Meta Ads,Brand,375.43,1401,34477
2025-10-15,TikTok Ads,Retargeting,364.14,1456,14439
2025-10-16,Google Ads,Retargeting,89.19,1536,33460
2025-10-16,Meta Ads,Brand,127.3,1403,42921
2025-10-16,TikTok Ads,Brand,164.43,656,48129
2025-10-17,Google Ads,Brand,406.7,1297,46074
2025-10-17,Meta Ads,Brand,75.06,20,11028
2025-10-17,TikTok Ads,Retargeting,442.35,1084,7348
2025-10-18,Google Ads,Brand,118.06,990,2615
2025-10-18,Meta Ads,Retargeting,233.03,133,8983
2025-10-18,TikTok Ads,Prospecting,214.19,396,16396
2025-10-19,Google Ads,Retargeting,144.93,1274,45651
2025-10-19,Meta Ads,Prospecting,432.47,1283,9073
2025-10-19,TikTok Ads,Prospecting,90.2,64,13111
2025-10-20,Google Ads,Brand,412.9,1366,16773
2025-10-20,Meta Ads,Brand,265.53,1452,36827
2025-10-20,TikTok Ads,Brand,248.56,613,19969
2025-10-21,Google Ads,Retargeting,68.01,1225,33306
2025-10-21,Meta Ads,Prospecting,340.5,821,26285
2025-10-21,TikTok Ads,Retargeting,403.93,970,28321
2025-10-22,Google Ads,Prospecting,91.12,600,30955
2025-10-22,Meta Ads,Brand,290.82,42,39046
2025-10-22,TikTok Ads,Prospecting,36.36,1352,44069
2025-10-23,Google Ads,Retargeting,233.35,1879,24247
2025-10-23,Meta Ads,Brand,244.6,1500,31038
2025-10-23,TikTok Ads,Prospecting,24.38,344,24445
2025-10-24,Google Ads,Retargeting,430.8,1050,14813
2025-10-24,Meta Ads,Prospecting,453.22,1095,26599
2025-10-24,TikTok Ads,Retargeting,50.13,1363,10922
2025-10-25,Google Ads,Prospecting,334.85,1173,23235
2025-10-25,Meta Ads,Prospecting,363.29,1631,10177
2025-10-25,TikTok Ads,Prospecting,396.78,1368,20852
2025-10-26,Google Ads,Prospecting,52.74,1738,43279
2025-10-26,Meta Ads,Prospecting,200.73,986,40704
2025-10-26,TikTok Ads,Retargeting,106.58,1471,34225
2025-10-27,Google Ads,Retargeting,272.21,285,46728
2025-10-27,Meta Ads,Prospecting,302.65,1209,23812
2025-10-27,TikTok Ads,Retargeting,316.39,846,5428
2025-10-28,Google Ads,Brand,34.17,1520,11431
2025-10-28,Meta Ads,Brand,66.34,237,33730
2025-10-28,TikTok Ads,Retargeting,248.68,1576,16173
2025-10-29,Google Ads,Retargeting,401.89,235,12403
2025-10-29,Meta Ads,Retargeting,448.39,1567,28528
2025-10-29,TikTok Ads,Brand,49.72,532,8502
2025-10-30,Google Ads,Brand,426.46,169,29936
2025-10-30,Meta Ads,Prospecting,311.14,1741,2930
2025-10-30,TikTok Ads,Brand,174.16,1450,30459
2025-10-31,Google Ads,Prospecting,83.94,1325,38603
2025-10-31,Meta Ads,Retargeting,115.87,537,33184
2025-10-31,TikTok Ads,Prospecting,345.85,481,14185
2025-11-01,Google Ads,Retargeting,97.8,1686,35637
2025-11-01,Meta Ads,Brand,61.29,69,42229
2025-11-01,TikTok Ads,Retargeting,66.18,88,10211
2025-11-02,Google Ads,Brand,192.59,855,38243
2025-11-02,Meta Ads,Retargeting,434.96,717,13144
2025-11-02,TikTok Ads,Retargeting,370.39,1885,48728
2025-11-03,Google Ads,Retargeting,273.51,409,14597
2025-11-03,Meta Ads,Retargeting,417.24,1045,24075
2025-11-03,TikTok Ads,Prospecting,316.87,1164,10035
2025-11-04,Google Ads,Brand,230.66,1300,25649
2025-11-04,Meta Ads,Brand,293.19,280,34898
2025-11-04,TikTok Ads,Prospecting,68.44,1041,16110
2025-11-05,Google Ads,Brand,308.72,697,2477
2025-11-05,Meta Ads,Brand,414.24,613,17474
2025-11-05,TikTok Ads,Prospecting,357.57,159,11345
2025-11-06,Google Ads,Prospecting,55.89,1198,16820
2025-11-06,Meta Ads,Retargeting,467.27,1044,21462
2025-11-06,TikTok Ads,Prospecting,316.95,1138,46712
2025-11-07,Google Ads,Brand,299.73,1938,18239
2025-11-07,Meta Ads,Retargeting,34.39,712,28617
2025-11-07,TikTok Ads,Prospecting,116.25,1838,4892
2025-11-08,Google Ads,Brand,118.03,1692,49095
2025-11-08,Meta Ads,Prospecting,463.6,1378,5084
2025-11-08,TikTok Ads,Brand,256.91,1669,37952
2025-11-09,Google Ads,Retargeting,357.48,1587,3317
2025-11-09,Meta Ads,Prospecting,490.91,1965,28278
2025-11-09,TikTok Ads,Retargeting,374.86,1923,6281
2025-11-10,Google Ads,Retargeting,249.81,285,18728
2025-11-10,Meta Ads,Retargeting,40.04,92,33544
2025-11-10,TikTok Ads,Retargeting,128.12,737,29279
2025-11-11,Google Ads,Prospecting,165.64,1760,15926
2025-11-11,Meta Ads,Brand,467.0,73,13856
2025-11-11,TikTok Ads,Retargeting,311.91,796,45691
2025-11-12,Google Ads,Retargeting,374.2,1151,32599
2025-11-12,Meta Ads,Brand,205.82,792,46576
2025-11-12,TikTok Ads,Brand,226.26,894,37014
2025-11-13,Google Ads,Brand,75.48,261,41347
2025-11-13,Meta Ads,Prospecting,188.86,722,29608
2025-11-13,TikTok Ads,Brand,134.32,208,39575
2025-11-14,Google Ads,Brand,129.02,1550,36141
2025-11-14,Meta Ads,Retargeting,41.97,1662,1976
2025-11-14,TikTok Ads,Retargeting,139.96,136,6020
2025-11-15,Google Ads,Brand,80.82,389,19520
2025-11-15,Meta Ads,Brand,170.78,1253,43939
2025-11-15,TikTok Ads,Brand,499.08,285,40722
2025-11-16,Google Ads,Prospecting,249.78,270,44030
2025-11-16,Meta Ads,Brand,56.66,1941,36628
2025-11-16,TikTok Ads,Brand,257.57,1525,24393
2025-11-17,Google Ads,Brand,232.9,639,25047
2025-11-17,Meta Ads,Retargeting,160.49,1358,17004
2025-11-17,TikTok Ads,Retargeting,448.63,673,46729
2025-11-18,Google Ads,Retargeting,261.65,130,23717
2025-11-18,Meta Ads,Prospecting,358.64,1293,32864
2025-11-18,TikTok Ads,Prospecting,57.65,1887,9987
2025-11-19,Google Ads,Retargeting,130.66,1539,37239
2025-11-19,Meta Ads,Brand,78.92,1504,10303
2025-11-19,TikTok Ads,Brand,489.4,1450,29854
