order_id,customer_id,product_id,order_date,channel,quantity,unit_price,status
509,290,15,2025-11-02,Offline Trade,3,64.05,cancelled
510,201,1,2025-10-28,Website,4,58.46,completed
511,252,2,2025-08-23,Amazon,3,40.62,completed
512,398,9,2025-10-30,Website,5,109.74,completed
513,113,13,2025-03-02,Amazon,3,21.93,completed
514,347,16,2025-04-04,eBay,1,17.01,completed
515,328,9,2025-07-18,Offline Trade,5,109.74,cancelled
516,388,4,2025-10-22,Offline Trade,2,58.85,refunded
517,467,7,2025-09-07,Amazon,2,112.57,cancelled
518,205,15,2025-09-08,eBay,2,64.05,completed
519,489,5,2025-06-11,Offline Trade,2,111.48,cancelled
520,117,8,2025-07-03,Website,1,68.99,refunded
521,209,1,2025-04-10,Offline Trade,2,58.46,cancelled
522,252,15,2025-12-01,Offline Trade,5,64.05,refunded
523,360,4,2025-08-01,Offline Trade,4,58.85,refunded
524,159,12,2025-02-12,Website,2,71.75,completed
525,77,6,2025-01-17,eBay,3,78.01,completed
526,65,11,2025-05-28,Amazon,5,42.45,refunded
527,68,3,2025-09-11,Website,5,87.18,cancelled
528,281,3,2025-05-18,eBay,1,87.18,cancelled
529,364,10,2025-08-14,Amazon,1,16.0,refunded
530,159,1,2025-12-01,Amazon,1,58.46,completed
531,184,2,2025-08-19,eBay,1,40.62,completed
532,489,7,2025-08-13,Website,1,112.57,completed
533,453,11,2025-10-29,eBay,2,42.45,cancelled
534,146,14,2025-03-26,Amazon,4,86.37,completed
535,80,4,2025-01-31,eBay,2,58.85,cancelled
536,296,15,2025-11-02,Amazon,3,64.05,completed
537,13,13,2025-05-29,eBay,3,21.93,cancelled
538,182,5,2025-03-11,Offline Trade,1,111.48,completed
539,59,11,2025-12-02,Amazon,3,42.45,completed
540,166,10,2025-03-16,eBay,2,16.0,completed
541,226,3,2025-09-08,Amazon,4,87.18,cancelled
542,154,6,2025-11-18,Offline Trade,3,78.01,refunded
543,413,16,2025-02-08,Website,4,17.01,refunded
544,24,6,2025-05-23,eBay,5,78.01,refunded
545,297,6,2025-06-17,Website,4,78.01,completed
546,113,13,2025-11-22,eBay,4,21.93,completed
547,459,12,2025-07-23,Amazon,5,71.75,refunded
548,427,15,2025-09-11,eBay,2,64.05,completed
549,110,10,2025-06-22,Amazon,3,16.0,cancelled
550,115,9,2025-06-25,Website,4,109.74,completed
551,331,10,2025-11-17,Offline Trade,1,16.0,completed
552,311,11,2025-03-22,Offline Trade,1,42.45,refunded
553,250,2,2025-08-08,Amazon,1,40.62,completed
554,118,13,2025-03-23,eBay,3,21.93,completed
555,138,10,2025-05-09,Website,3,16.0,completed
556,42,6,2025-01-27,Offline Trade,2,78.01,completed
557,389,12,2025-08-08,Website,2,71.75,completed
558,373,2,2025-04-20,Offline Trade,1,40.62,completed
559,488,10,2025-10-31,Amazon,2,16.0,cancelled
560,192,4,2025-01-05,Website,4,58.85,completed
561,55,13,2025-08-05,Amazon,1,21.93,refunded
562,308,13,2025-04-28,Offline Trade,1,21.93,completed
563,282,9,2025-02-22,eBay,1,109.74,completed
564,316,2,2025-03-12,Offline Trade,3,40.62,completed
565,364,6,2025-02-05,Website,2,78.01,cancelled
566,377,11,2025-08-14,eBay,2,42.45,completed
567,214,1,2025-07-30,Offline Trade,2,58.46,completed
568,20,4,2025-02-21,Amazon,1,58.85,completed
569,20,12,2025-07-16,eBay,5,71.75,refunded
570,230,12,2025-03-13,Amazon,3,71.75,completed
571,254,10,2025-05-08,eBay,1,16.0,completed
572,471,11,2025-04-16,Amazon,3,42.45,refunded
573,111,3,2025-11-27,Website,3,87.18,completed
574,460,3,2025-07-17,Website,4,87.18,completed
575,86,1,2025-11-23,Website,4,58.46,cancelled
576,242,14,2025-07-04,eBay,1,86.37,completed
577,232,1,2025-10-19,Offline Trade,4,58.46,completed
578,217,9,2025-12-16,Amazon,5,109.74,refunded
579,28,3,2025-01-09,Website,1,87.18,completed
580,87,7,2025-04-21,Website,3,112.57,completed
581,155,2,2025-09-17,eBay,4,40.62,cancelled
582,144,9,2025-08-05,Offline Trade,4,109.74,completed
583,88,9,2025-10-03,Amazon,5,109.74,completed
584,32,5,2025-06-08,Website,1,111.48,cancelled
585,268,7,2025-03-21,eBay,2,112.57,refunded
586,244,15,2025-11-21,Website,5,64.05,completed
587,357,9,2025-05-03,Website,4,109.74,completed
588,252,3,2025-08-11,Website,1,87.18,refunded
589,92,6,2025-11-08,Website,5,78.01,completed
590,487,13,2025-03-03,Website,2,21.93,completed
591,167,14,2025-03-25,Offline Trade,1,86.37,completed
592,194,9,2025-09-22,eBay,5,109.74,completed
593,388,2,2025-03-06,eBay,3,40.62,completed
594,166,15,2025-06-21,Offline Trade,1,64.05,completed
595,130,13,2025-02-02,eBay,5,21.93,cancelled
596,394,16,2025-09-12,Offline Trade,1,17.01,cancelled
597,349,5,2025-01-29,Offline Trade,3,111.48,cancelled
598,23,4,2025-07-08,Amazon,2,58.85,completed
599,498,10,2025-10-21,Website,1,16.0,completed
600,149,14,2025-01-02,Website,5,86.37,completed
601,235,12,2025-01-24,Offline Trade,2,71.75,completed
602,95,1,2025-03-18,Amazon,4,58.46,completed
603,333,2,2025-12-02,Offline Trade,5,40.62,completed
604,36,12,2025-05-08,Offline Trade,3,71.75,completed
605,137,3,2025-02-09,eBay,3,87.18,completed
606,279,15,2025-12-11,Website,5,64.05,completed
607,158,13,2025-09-22,Website,2,21.93,refunded
608,34,12,2025-08-27,eBay,1,71.75,completed
609,442,11,2025-02-14,Offline Trade,3,42.45,completed
610,103,14,2025-04-13,eBay,3,86.37,cancelled
611,324,13,2025-11-15,Amazon,3,21.93,refunded
612,111,3,2025-10-30,Offline Trade,3,87.18,completed
613,368,13,2025-05-06,Amazon,5,21.93,completed
614,1,2,2025-01-13,Amazon,4,40.62,cancelled
615,102,5,2025-11-22,Website,3,111.48,completed
616,467,4,2025-12-03,Offline Trade,1,58.85,completed
617,204,9,2025-04-16,Amazon,1,109.74,refunded
618,223,3,2025-01-31,Amazon,4,87.18,completed
619,337,9,2025-01-23,Amazon,1,109.74,cancelled
620,26,15,2025-12-25,eBay,4,64.05,refunded
621,433,12,2025-10-25,Website,1,71.75,cancelled
622,355,4,2025-11-23,Offline Trade,2,58.85,completed
623,238,10,2025-10-18,Website,5,16.0,refunded
624,15,16,2025-05-02,eBay,2,17.01,completed
625,255,5,2025-07-21,eBay,3,111.48,completed
626,213,9,2025-05-20,Amazon,4,109.74,completed
627,322,8,2025-03-11,Website,2,68.99,completed
628,154,3,2025-03-26,Offline Trade,1,87.18,refunded
629,149,2,2025-07-28,Website,3,40.62,cancelled
630,403,16,2025-04-17,Offline Trade,3,17.01,completed
631,127,5,2025-05-16,Website,4,111.48,completed
632,267,16,2025-12-18,eBay,2,17.01,cancelled
633,430,2,2025-04-21,eBay,1,40.62,completed
634,301,13,2025-12-31,Amazon,1,21.93,completed
635,288,2,2025-09-20,Website,4,40.62,completed
636,283,4,2025-03-31,Website,3,58.85,refunded
637,292,7,2025-10-12,Amazon,4,112.57,completed
638,221,7,2025-02-22,Amazon,4,112.57,completed
639,382,10,2025-02-01,Amazon,1,16.0,completed
640,102,8,2025-07-25,eBay,2,68.99,completed
641,284,2,2025-10-28,eBay,5,40.62,completed
642,273,10,2025-02-03,Amazon,1,16.0,refunded
643,304,10,2025-02-17,eBay,2,16.0,completed
644,98,14,2025-08-25,Website,1,86.37,completed
645,335,1,2025-08-10,Offline Trade,5,58.46,refunded
646,234,10,2025-07-15,Offline Trade,1,16.0,completed
647,325,6,2025-04-20,Amazon,3,78.01,completed
648,109,12,2025-08-17,Amazon,3,71.75,completed
649,243,10,2025-11-14,Amazon,5,16.0,completed
650,300,11,2025-07-30,Offline Trade,4,42.45,completed
651,117,3,2025-05-24,Offline Trade,1,87.18,completed
652,192,15,2025-04-13,Amazon,4,64.05,cancelled
653,413,9,2025-07-15,eBay,1,109.74,refunded
654,354,5,2025-09-06,eBay,5,111.48,cancelled
655,228,13,2025-06-14,Offline Trade,5,21.93,completed
656,379,5,2025-01-14,eBay,2,111.48,cancelled
657,134,15,2025-01-16,eBay,2,64.05,completed
658,329,3,2025-09-29,eBay,4,87.18,cancelled
659,125,9,2025-03-23,Website,2,109.74,completed
660,331,5,2025-05-17,Website,2,111.48,completed
661,272,9,2025-07-18,eBay,5,109.74,completed
662,349,13,2025-05-02,eBay,2,21.93,completed
663,481,4,2025-01-15,eBay,5,58.85,cancelled
664,65,10,2025-03-14,Amazon,5,16.0,refunded
665,251,7,2025-06-08,Amazon,5,112.57,refunded
666,23,9,2025-02-16,Website,1,109.74,completed
667,242,11,2025-04-23,Website,5,42.45,cancelled
668,301,12,2025-01-01,eBay,4,71.75,cancelled
669,397,8,2025-03-08,eBay,2,68.99,completed
670,55,5,2025-01-31,Website,3,111.48,completed
671,405,16,2025-12-27,Amazon,5,17.01,completed
672,372,11,2025-07-06,Website,5,42.45,completed
673,149,1,2025-10-28,Website,4,58.46,completed
674,221,9,2025-06-15,Amazon,3,109.74,completed
675,260,9,2025-11-24,Offline Trade,4,109.74,completed
676,20,16,2025-12-29,eBay,2,17.01,completed
677,80,2,2025-03-31,Offline Trade,5,40.62,completed
678,291,14,2025-03-07,Amazon,3,86.37,completed
679,25,2,2025-07-20,Website,5,40.62,completed
680,315,6,2025-06-12,Amazon,5,78.01,cancelled
681,302,9,2025-09-12,Amazon,1,109.74,completed
682,358,3,2025-05-02,eBay,1,87.18,completed
683,15,6,2025-11-22,Website,2,78.01,completed
684,122,16,2025-01-06,eBay,4,17.01,completed
685,454,14,2025-12-21,Website,2,86.37,completed
686,108,1,2025-02-25,Website,3,58.46,completed
687,305,10,2025-08-13,Offline Trade,4,16.0,completed
688,379,8,2025-09-10,Offline Trade,4,68.99,completed
689,404,2,2025-07-12,Website,5,40.62,refunded
690,297,4,2025-11-30,Amazon,5,58.85,completed
691,500,12,2025-02-07,Website,4,71.75,completed
692,221,14,2025-06-13,eBay,1,86.37,completed
693,164,4,2025-06-25,Amazon,1,58.85,refunded
694,292,7,2025-02-08,Website,2,112.57,completed
695,95,10,2025-11-11,Offline Trade,5,16.0,completed
696,216,10,2025-12-01,Amazon,4,16.0,cancelled
697,421,7,2025-03-22,Website,4,112.57,completed
698,302,10,2025-04-16,Amazon,3,16.0,refunded
699,245,8,2025-10-04,eBay,5,68.99,completed
700,434,3,2025-05-02,Website,3,87.18,completed
701,384,1,2025-10-20,Offline Trade,4,58.46,completed
702,338,11,2025-07-04,Website,1,42.45,refunded
703,497,10,2025-05-31,Offline Trade,1,16.0,completed
704,288,2,2025-01-14,Amazon,1,40.62,completed
705,383,16,2025-02-11,Offline Trade,3,17.01,completed
706,281,4,2025-07-23,Offline Trade,3,58.85,refunded
707,263,1,2025-02-16,Offline Trade,3,58.46,completed
708,15,13,2025-07-15,eBay,3,21.93,completed
709,464,16,2025-01-23,eBay,4,17.01,refunded
710,487,9,2025-05-15,Amazon,4,109.74,completed
711,426,9,2025-02-01,Amazon,5,109.74,completed
712,393,5,2025-12-09,eBay,1,111.48,cancelled
713,257,9,2025-10-29,Amazon,4,109.74,cancelled
714,255,6,2025-07-18,Offline Trade,1,78.01,cancelled
715,312,13,2025-10-21,Amazon,4,21.93,refunded
716,200,10,2025-02-10,Offline Trade,3,16.0,completed
717,126,11,2025-10-20,Amazon,5,42.45,completed
718,303,8,2025-03-30,Amazon,4,68.99,completed
719,68,3,2025-03-06,Website,2,87.18,refunded
720,220,1,2025-12-16,Offline Trade,1,58.46,completed
721,238,15,2025-11-01,eBay,2,64.05,completed
722,38,4,2025-02-14,Offline Trade,1,58.85,cancelled
723,16,15,2025-10-10,eBay,4,64.05,completed
724,327,7,2025-08-23,Website,5,112.57,cancelled
725,200,7,2025-09-25,Offline Trade,5,112.57,completed
726,428,11,2025-03-18,Amazon,4,42.45,cancelled
727,394,12,2025-10-26,Website,5,71.75,completed
728,455,13,2025-02-21,eBay,5,21.93,cancelled
729,313,2,2025-07-30,eBay,3,40.62,refunded
730,370,6,2025-10-20,Offline Trade,4,78.01,completed
731,425,13,2025-05-22,Offline Trade,2,21.93,completed
732,85,10,2025-11-08,Offline Trade,5,16.0,completed
733,380,6,2025-06-19,Amazon,4,78.01,completed
734,118,6,2025-05-18,eBay,4,78.01,completed
735,375,7,2025-06-05,eBay,3,112.57,completed
736,326,16,2025-12-23,Website,4,17.01,completed
737,322,3,2025-06-03,Offline Trade,2,87.18,completed
738,197,6,2025-08-02,Website,3,78.01,completed
739,35,1,2025-04-19,Offline Trade,4,58.46,refunded
740,301,6,2025-07-11,Website,5,78.01,cancelled
741,459,14,2025-02-03,eBay,2,86.37,cancelled
742,253,12,2025-03-11,Website,4,71.75,completed
743,222,7,2025-04-13,Website,2,112.57,completed
744,434,1,2025-08-22,Website,1,58.46,completed
745,194,9,2025-05-21,eBay,2,109.74,refunded
746,202,8,2025-07-23,Website,5,68.99,completed
747,129,1,2025-07-10,Offline Trade,2,58.46,cancelled
748,136,1,2025-04-01,Offline Trade,4,58.46,cancelled
749,488,7,2025-06-29,eBay,5,112.57,completed
750,174,14,2025-12-19,Website,3,86.37,completed
751,2,4,2025-07-17,Website,1,58.85,completed
752,291,15,2025-04-20,Amazon,5,64.05,completed
753,20,15,2025-05-18,Offline Trade,2,64.05,cancelled
754,109,13,2025-12-16,Website,1,21.93,refunded
755,220,5,2025-11-28,Amazon,2,111.48,cancelled
756,245,3,2025-04-25,eBay,1,87.18,cancelled
757,386,7,2025-12-31,eBay,3,112.57,refunded
758,27,14,2025-06-28,Offline Trade,4,86.37,completed
759,462,11,2025-08-27,eBay,2,42.45,cancelled
760,201,1,2025-07-23,Website,5,58.46,completed
761,439,8,2025-12-06,eBay,5,68.99,cancelled
762,255,2,2025-11-08,eBay,5,40.62,completed
763,166,8,2025-09-04,Website,1,68.99,completed
764,25,6,2025-11-24,eBay,3,78.01,completed
765,244,7,2025-12-02,eBay,3,112.57,completed
766,31,6,2025-09-22,Amazon,2,78.01,completed
767,122,2,2025-07-26,eBay,5,40.62,completed
768,84,6,2025-12-02,Offline Trade,1,78.01,completed
769,86,3,2025-08-03,Offline Trade,3,87.18,refunded
770,258,16,2025-10-26,Amazon,1,17.01,completed
771,33,11,2025-12-18,Offline Trade,2,42.45,completed
772,266,10,2025-06-03,Amazon,5,16.0,cancelled
773,194,13,2025-05-31,Website,2,21.93,refunded
774,478,1,2025-05-13,Amazon,2,58.46,completed
775,2,9,2025-04-24,eBay,1,109.74,completed
776,423,14,2025-08-04,eBay,3,86.37,completed
777,383,10,2025-10-27,eBay,3,16.0,refunded
778,30,3,2025-08-29,Website,1,87.18,cancelled
779,81,5,2025-11-14,Website,5,111.48,refunded
780,140,3,2025-09-14,Website,2,87.18,refunded
781,451,15,2025-06-02,Offline Trade,5,64.05,completed
782,485,4,2025-03-12,Amazon,2,58.85,completed
783,109,6,2025-10-19,Offline Trade,4,78.01,completed
784,228,13,2025-04-03,Website,3,21.93,refunded
785,360,8,2025-11-20,Amazon,3,68.99,completed
786,190,8,2025-01-03,Offline Trade,1,68.99,completed
787,475,16,2025-03-28,Amazon,2,17.01,refunded
788,421,7,2025-03-08,Offline Trade,1,112.57,refunded
789,429,5,2025-08-08,Offline Trade,4,111.48,refunded
790,236,11,2025-01-20,Amazon,1,42.45,completed
791,397,11,2025-06-14,Amazon,1,42.45,completed
792,396,7,2025-11-17,Amazon,1,112.57,completed
793,83,6,2025-06-09,Amazon,3,78.01,completed
794,457,16,2025-09-15,eBay,4,17.01,completed
795,283,11,2025-01-24,eBay,1,42.45,completed
796,352,4,2025-09-24,eBay,4,58.85,refunded
797,402,13,2025-06-25,Offline Trade,2,21.93,completed
798,79,2,2025-03-26,Offline Trade,2,40.62,completed
799,177,11,2025-04-25,Amazon,2,42.45,completed
800,243,10,2025-10-29,Amazon,1,16.0,completed
801,296,4,2025-12-31,Website,3,58.85,refunded
802,17,14,2025-10-01,Website,3,86.37,cancelled
803,395,15,2025-12-05,Website,1,64.05,completed
804,204,3,2025-12-20,Website,1,87.18,refunded
805,234,12,2025-07-14,Website,4,71.75,cancelled
806,219,6,2025-08-31,Amazon,3,78.01,completed
807,365,14,2025-06-04,Offline Trade,1,86.37,completed
808,275,2,2025-05-19,Amazon,5,40.62,refunded
809,91,12,2025-09-19,Website,1,71.75,completed
810,309,6,2025-02-24,Offline Trade,1,78.01,completed
811,110,10,2025-04-13,eBay,5,16.0,cancelled
812,473,1,2025-07-03,Offline Trade,2,58.46,completed
813,488,11,2025-01-21,Offline Trade,2,42.45,completed
814,436,1,2025-06-19,Amazon,4,58.46,completed
815,270,7,2025-12-10,Website,1,112.57,completed
816,160,6,2025-12-09,Offline Trade,5,78.01,completed
817,315,2,2025-09-19,Website,1,40.62,completed
818,297,6,2025-11-26,Amazon,3,78.01,refunded
819,426,2,2025-05-16,Offline Trade,3,40.62,completed
820,201,1,2025-03-31,Website,1,58.46,completed
821,319,5,2025-12-13,eBay,3,111.48,refunded
822,222,5,2025-02-18,Website,1,111.48,completed
823,270,10,2025-12-06,Amazon,2,16.0,completed
824,240,1,2025-08-13,eBay,3,58.46,completed
825,282,12,2025-06-25,Amazon,3,71.75,completed
826,445,10,2025-07-24,Offline Trade,4,16.0,completed
827,291,15,2025-12-20,Offline Trade,4,64.05,refunded
828,118,16,2025-02-27,Amazon,2,17.01,completed
829,231,11,2025-02-23,Offline Trade,2,42.45,cancelled
830,40,8,2025-10-19,Offline Trade,4,68.99,completed
831,237,16,2025-07-14,eBay,5,17.01,cancelled
832,42,7,2025-12-17,Amazon,1,112.57,refunded
833,249,3,2025-02-27,Offline Trade,4,87.18,refunded
834,150,9,2025-02-02,eBay,1,109.74,completed
835,312,12,2025-12-27,Amazon,1,71.75,completed
836,279,16,2025-09-25,Website,5,17.01,refunded
837,188,7,2025-09-04,eBay,2,112.57,refunded
838,63,13,2025-10-13,Website,2,21.93,completed
839,445,4,2025-09-16,Offline Trade,2,58.85,refunded
840,27,13,2025-02-08,Offline Trade,2,21.93,completed
841,365,2,2025-06-19,eBay,2,40.62,completed
842,134,9,2025-04-25,Offline Trade,5,109.74,refunded
843,129,3,2025-02-10,Offline Trade,2,87.18,refunded
844,365,2,2025-08-18,Website,5,40.62,refunded
845,403,7,2025-06-11,Website,4,112.57,refunded
846,100,15,2025-02-22,Offline Trade,1,64.05,refunded
847,392,15,2025-10-13,Website,1,64.05,completed
848,313,3,2025-11-13,eBay,5,87.18,cancelled
849,373,8,2025-04-16,Offline Trade,5,68.99,completed
850,4,2,2025-01-28,Amazon,3,40.62,refunded
851,214,15,2025-10-14,Offline Trade,3,64.05,completed
852,202,9,2025-02-28,Website,4,109.74,completed
853,187,13,2025-06-24,eBay,1,21.93,completed
854,470,7,2025-09-25,eBay,5,112.57,completed
855,336,16,2025-03-26,Offline Trade,1,17.01,completed
856,291,9,2025-02-24,eBay,4,109.74,cancelled
857,167,16,2025-04-07,Website,2,17.01,refunded
858,252,9,2025-08-23,Amazon,2,109.74,completed
859,253,7,2025-08-01,Website,1,112.57,cancelled
860,495,2,2025-08-19,Offline Trade,1,40.62,cancelled
861,178,2,2025-03-10,Offline Trade,5,40.62,completed
862,439,8,2025-01-25,Offline Trade,5,68.99,cancelled
863,65,9,2025-09-18,Amazon,4,109.74,cancelled
864,128,7,2025-03-07,Website,2,112.57,refunded
865,120,15,2025-11-07,eBay,5,64.05,cancelled
866,64,6,2025-08-03,Amazon,4,78.01,completed
867,347,4,2025-06-25,eBay,4,58.85,refunded
868,238,2,2025-03-12,Offline Trade,2,40.62,cancelled
869,485,5,2025-06-03,eBay,5,111.48,cancelled
870,242,15,2025-04-13,Amazon,2,64.05,cancelled
871,154,10,2025-12-18,eBay,3,16.0,completed
872,139,5,2025-09-15,eBay,2,111.48,completed
873,479,14,2025-10-15,Offline Trade,3,86.37,cancelled
874,50,12,2025-12-08,Offline Trade,5,71.75,cancelled
875,66,4,2025-08-05,Website,3,58.85,cancelled
876,133,8,2025-01-13,Offline Trade,1,68.99,completed
877,450,2,2025-12-10,Website,1,40.62,completed
878,175,3,2025-03-24,eBay,3,87.18,completed
879,183,13,2025-02-01,eBay,2,21.93,completed
880,347,10,2025-01-17,eBay,5,16.0,refunded
881,62,11,2025-11-12,Amazon,1,42.45,cancelled
882,114,16,2025-05-02,eBay,4,17.01,completed
883,495,10,2025-07-18,Offline Trade,4,16.0,completed
884,261,1,2025-01-28,Website,5,58.46,completed
885,447,6,2025-11-14,Offline Trade,2,78.01,completed
886,408,12,2025-10-29,Amazon,3,71.75,completed
887,117,7,2025-08-18,Amazon,3,112.57,completed
888,240,4,2025-03-30,Website,2,58.85,refunded
889,96,15,2025-08-08,eBay,1,64.05,cancelled
890,98,3,2025-03-08,Amazon,3,87.18,cancelled
891,338,11,2025-01-03,eBay,3,42.45,refunded
892,266,2,2025-01-21,Amazon,2,40.62,completed
893,413,4,2025-01-27,eBay,5,58.85,refunded
894,371,4,2025-10-09,eBay,5,58.85,completed
895,475,10,2025-09-27,Amazon,3,16.0,completed
896,217,15,2025-02-04,Amazon,5,64.05,refunded
897,138,6,2025-10-02,Offline Trade,5,78.01,completed
898,191,1,2025-04-24,Amazon,3,58.46,completed
899,149,5,2025-07-04,eBay,3,111.48,completed
900,326,8,2025-09-29,Offline Trade,5,68.99,cancelled
901,439,4,2025-02-28,eBay,1,58.85,refunded
902,239,12,2025-11-25,Amazon,2,71.75,completed
903,475,1,2025-07-15,Website,3,58.46,refunded
904,119,11,2025-10-04,eBay,3,42.45,completed
905,381,4,2025-07-11,Offline Trade,5,58.85,refunded
906,24,3,2025-06-01,Amazon,1,87.18,completed
907,199,12,2025-02-12,Website,5,71.75,completed
908,403,12,2025-10-01,Website,5,71.75,completed
909,472,10,2025-12-10,Amazon,2,16.0,refunded
910,343,7,2025-04-16,Offline Trade,1,112.57,completed
911,273,10,2025-01-13,Offline Trade,2,16.0,completed
912,471,14,2025-02-14,Website,1,86.37,completed
913,416,8,2025-05-09,Website,2,68.99,cancelled
914,152,7,2025-05-13,Offline Trade,2,112.57,refunded
915,418,6,2025-11-19,Offline Trade,4,78.01,refunded
916,399,13,2025-01-09,Offline Trade,3,21.93,completed
917,346,2,2025-01-04,Website,5,40.62,cancelled
918,409,2,2025-12-25,Website,1,40.62,completed
919,426,2,2025-02-24,eBay,5,40.62,completed
920,93,15,2025-02-14,eBay,5,64.05,refunded
921,471,7,2025-07-22,Website,4,112.57,refunded
922,226,4,2025-10-01,Amazon,2,58.85,completed
923,485,13,2025-10-07,eBay,4,21.93,completed
924,183,3,2025-12-13,eBay,3,87.18,completed
925,320,16,2025-10-12,Amazon,5,17.01,completed
926,132,2,2025-01-03,Offline Trade,1,40.62,cancelled
927,268,5,2025-02-13,eBay,5,111.48,completed
928,42,7,2025-04-19,Offline Trade,3,112.57,cancelled
929,440,16,2025-03-24,Amazon,2,17.01,completed
930,409,2,2025-05-10,Amazon,5,40.62,completed
931,270,3,2025-12-10,Website,2,87.18,cancelled
932,169,16,2025-11-27,Website,4,17.01,completed
933,421,4,2025-05-09,Website,1,58.85,completed
934,168,11,2025-09-07,eBay,5,42.45,completed
935,24,13,2025-12-10,Amazon,2,21.93,completed
936,4,15,2025-11-14,Website,3,64.05,completed
937,398,11,2025-09-06,Offline Trade,3,42.45,completed
938,402,1,2025-12-04,eBay,5,58.46,cancelled
939,328,9,2025-10-17,eBay,2,109.74,completed
940,370,8,2025-03-28,Website,4,68.99,completed
941,404,11,2025-04-24,Offline Trade,2,42.45,completed
942,407,9,2025-03-10,eBay,3,109.74,refunded
943,417,11,2025-08-17,eBay,4,42.45,completed
944,491,14,2025-10-10,Website,4,86.37,completed
945,220,12,2025-02-11,eBay,5,71.75,completed
946,430,2,2025-04-11,eBay,5,40.62,completed
947,320,11,2025-01-10,Website,1,42.45,cancelled
948,209,16,2025-07-27,Amazon,5,17.01,completed
949,208,5,2025-05-14,Offline Trade,5,111.48,completed
950,478,5,2025-07-20,Amazon,3,111.48,cancelled
951,333,11,2025-03-10,Offline Trade,3,42.45,cancelled
952,317,10,2025-02-16,Offline Trade,5,16.0,completed
953,271,9,2025-01-06,Amazon,5,109.74,cancelled
954,407,8,2025-09-21,Amazon,2,68.99,refunded
955,280,9,2025-04-02,Amazon,2,109.74,refunded
956,383,15,2025-01-21,Amazon,3,64.05,refunded
957,220,4,2025-02-02,eBay,2,58.85,completed
958,54,10,2025-01-22,Amazon,2,16.0,cancelled
959,220,3,2025-07-18,Offline Trade,3,87.18,refunded
960,312,2,2025-01-21,eBay,1,40.62,completed
961,104,1,2025-11-21,eBay,5,58.46,completed
962,156,15,2025-10-06,Amazon,5,64.05,refunded
963,372,6,2025-07-07,Website,4,78.01,cancelled
964,228,15,2025-07-12,Amazon,3,64.05,cancelled
965,392,9,2025-06-30,eBay,4,109.74,refunded
966,85,10,2025-11-06,Website,4,16.0,cancelled
967,482,7,2025-08-14,Amazon,2,112.57,completed
968,394,10,2025-09-21,eBay,1,16.0,completed
969,144,4,2025-04-06,Amazon,2,58.85,completed
970,68,13,2025-03-02,Amazon,5,21.93,refunded
971,38,10,2025-02-28,Offline Trade,3,16.0,refunded
972,414,12,2025-04-18,Amazon,4,71.75,refunded
973,434,9,2025-05-05,Website,1,109.74,completed
974,257,8,2025-10-31,Amazon,5,68.99,completed
975,10,8,2025-01-21,Amazon,5,68.99,completed
976,49,12,2025-05-13,Amazon,2,71.75,cancelled
977,80,1,2025-11-03,Website,4,58.46,completed
978,12,5,2025-04-21,Offline Trade,1,111.48,cancelled
979,148,6,2025-09-04,Amazon,4,78.01,completed
980,309,14,2025-11-04,Amazon,4,86.37,cancelled
981,379,16,2025-11-16,eBay,2,17.01,completed
982,391,4,2025-08-21,Website,3,58.85,completed
983,114,8,2025-07-17,Amazon,4,68.99,completed
984,327,1,2025-04-14,Offline Trade,1,58.46,completed
985,363,4,2025-02-19,Amazon,5,58.85,refunded
986,260,8,2025-11-04,Website,5,68.99,cancelled
987,22,14,2025-03-02,Website,5,86.37,refunded
988,26,15,2025-11-05,Website,2,64.05,refunded
989,53,13,2025-08-04,eBay,5,21.93,completed
990,72,11,2025-08-08,Amazon,5,42.45,refunded
991,447,1,2025-06-29,Website,4,58.46,refunded
992,81,2,2025-05-11,Offline Trade,2,40.62,completed
993,483,5,2025-05-26,Offline Trade,1,111.48,completed
994,415,13,2025-01-03,Website,2,21.93,cancelled
995,378,4,2025-03-02,Website,5,58.85,refunded
996,393,7,2025-12-19,eBay,2,112.57,refunded
997,295,2,2025-02-24,Amazon,3,40.62,refunded
998,116,15,2025-05-10,eBay,5,64.05,cancelled
999,4,5,2025-10-17,eBay,4,111.48,cancelled
1000,133,5,2025-12-15,Offline Trade,3,111.48,completed
1001,204,13,2025-10-10,Offline Trade,4,21.93,completed
1002,452,9,2025-10-14,Offline Trade,3,109.74,completed
1003,384,14,2025-10-23,eBay,3,86.37,refunded
1004,117,16,2025-12-04,Website,2,17.01,completed
1005,22,10,2025-12-25,Amazon,4,16.0,completed
1006,466,4,2025-09-18,Offline Trade,2,58.85,completed
1007,207,6,2025-11-11,Website,5,78.01,completed
1008,478,16,2025-11-22,Website,4,17.01,completed
1009,221,14,2025-08-30,Offline Trade,2,86.37,completed
1010,85,4,2025-05-15,Amazon,1,58.85,completed
1011,217,14,2025-11-08,Website,1,86.37,refunded
1012,367,5,2025-11-11,eBay,4,111.48,cancelled
1013,481,10,2025-03-31,Offline Trade,1,16.0,refunded
1014,63,9,2025-04-14,eBay,1,109.74,completed
1015,287,2,2025-11-03,Amazon,1,40.62,cancelled
1016,33,12,2025-12-12,Website,2,71.75,completed
1017,197,11,2025-12-02,Website,2,42.45,completed
1018,304,16,2025-05-22,Offline Trade,1,17.01,completed
