order_id,customer_id,product_id,order_date,channel,quantity,unit_price,status,gross_revenue
445,271,9,2025-02-08,eBay,2,109.74,cancelled,219.48
446,447,2,2025-11-01,Offline Trade,5,40.62,completed,203.1
447,469,8,2025-11-21,eBay,1,68.99,refunded,68.99
448,149,8,2025-04-27,eBay,4,68.99,cancelled,275.96
449,460,3,2025-08-10,Amazon,4,87.18,cancelled,348.72
450,139,2,2025-02-13,eBay,4,40.62,completed,162.48
451,173,5,2025-02-12,eBay,1,111.48,completed,111.48
452,148,11,2025-12-31,Amazon,4,42.45,refunded,169.8
453,188,1,2025-07-04,Website,3,58.46,completed,175.38
454,117,14,2025-06-07,Offline Trade,1,86.37,completed,86.37
455,119,1,2025-02-22,Amazon,3,58.46,completed,175.38
456,39,13,2025-08-09,Offline Trade,2,21.93,cancelled,43.86
457,181,3,2025-09-20,Offline Trade,5,87.18,completed,435.9
458,46,6,2025-02-15,eBay,1,78.01,cancelled,78.01
459,327,15,2025-11-02,eBay,1,64.05,refunded,64.05
460,98,11,2025-05-30,Offline Trade,1,42.45,refunded,42.45
461,78,15,2025-10-14,Amazon,1,64.05,cancelled,64.05
462,238,4,2025-03-28,Offline Trade,5,58.85,completed,294.25
463,176,3,2025-05-18,eBay,2,87.18,completed,174.36
464,315,10,2025-03-16,Website,4,16.0,completed,64.0
465,59,11,2025-05-22,Offline Trade,4,42.45,completed,169.8
466,224,2,2025-02-09,eBay,4,40.62,completed,162.48
467,159,10,2025-11-17,Offline Trade,2,16.0,cancelled,32.0
468,100,8,2025-04-11,Offline Trade,5,68.99,completed,344.95
469,392,13,2025-06-05,Website,2,21.93,refunded,43.86
470,104,14,2025-11-14,Offline Trade,3,86.37,completed,259.11
471,183,9,2025-06-21,Offline Trade,4,109.74,cancelled,438.96
472,110,5,2025-06-03,eBay,2,111.48,cancelled,222.96
473,409,2,2025-09-03,eBay,2,40.62,completed,81.24
474,181,14,2025-06-13,eBay,4,86.37,refunded,345.48
475,226,8,2025-05-05,eBay,5,68.99,refunded,344.95
476,85,15,2025-07-21,eBay,3,64.05,completed,192.15
477,310,2,2025-04-13,Amazon,5,40.62,cancelled,203.1
478,199,6,2025-08-25,Amazon,1,78.01,refunded,78.01
479,439,1,2025-12-21,Website,3,58.46,refunded,175.38
480,296,15,2025-03-13,eBay,4,64.05,completed,256.2
481,143,11,2025-12-04,Amazon,3,42.45,refunded,127.35
482,283,5,2025-02-07,Offline Trade,4,111.48,cancelled,445.92
483,487,15,2025-10-26,Offline Trade,4,64.05,cancelled,256.2
484,349,9,2025-12-21,Offline Trade,5,109.74,cancelled,548.7
485,471,1,2025-07-04,Website,1,58.46,completed,58.46
486,438,6,2025-12-03,eBay,2,78.01,completed,156.02
487,227,2,2025-01-23,Offline Trade,5,40.62,completed,203.1
488,429,9,2025-02-24,Website,4,109.74,completed,438.96
489,454,10,2025-04-24,Amazon,3,16.0,refunded,48.0
490,180,16,2025-07-20,Offline Trade,3,17.01,cancelled,51.03
491,151,8,2025-03-19,eBay,5,68.99,completed,344.95
492,375,3,2025-02-23,eBay,4,87.18,refunded,348.72
493,405,10,2025-03-01,Amazon,1,16.0,completed,16.0
494,197,14,2025-06-25,Offline Trade,3,86.37,completed,259.11
495,275,11,2025-09-05,eBay,5,42.45,refunded,212.25
496,57,6,2025-08-13,Offline Trade,1,78.01,completed,78.01
497,120,3,2025-06-03,Website,1,87.18,completed,87.18
498,272,5,2025-06-25,Website,1,111.48,completed,111.48
499,295,7,2025-09-22,Amazon,2,112.57,cancelled,225.14
500,258,4,2025-06-19,Offline Trade,2,58.85,refunded,117.7
501,73,8,2025-07-27,Amazon,2,68.99,completed,137.98
502,436,3,2025-07-22,Website,4,87.18,cancelled,348.72
503,394,2,2025-08-19,Offline Trade,2,40.62,refunded,81.24
504,487,8,2025-12-27,Amazon,1,68.99,completed,68.99
505,278,10,2025-12-27,Website,3,16.0,cancelled,48.0
506,243,7,2025-10-02,Amazon,1,112.57,completed,112.57
507,73,5,2025-04-11,Offline Trade,3,111.48,completed,334.44
508,341,8,2025-12-10,Offline Trade,3,68.99,cancelled,206.97
509,290,15,2025-11-02,Offline Trade,3,64.05,cancelled,192.15
510,201,1,2025-10-28,Website,4,58.46,completed,233.84
511,252,2,2025-08-23,Amazon,3,40.62,completed,121.86
512,398,9,2025-10-30,Website,5,109.74,completed,548.7
513,113,13,2025-03-02,Amazon,3,21.93,completed,65.79
514,347,16,2025-04-04,eBay,1,17.01,completed,17.01
515,328,9,2025-07-18,Offline Trade,5,109.74,cancelled,548.7
516,388,4,2025-10-22,Offline Trade,2,58.85,refunded,117.7
517,467,7,2025-09-07,Amazon,2,112.57,cancelled,225.14
518,205,15,2025-09-08,eBay,2,64.05,completed,128.1
519,489,5,2025-06-11,Offline Trade,2,111.48,cancelled,222.96
520,117,8,2025-07-03,Website,1,68.99,refunded,68.99
521,209,1,2025-04-10,Offline Trade,2,58.46,cancelled,116.92
522,252,15,2025-12-01,Offline Trade,5,64.05,refunded,320.25
523,360,4,2025-08-01,Offline Trade,4,58.85,refunded,235.4
524,159,12,2025-02-12,Website,2,71.75,completed,143.5
525,77,6,2025-01-17,eBay,3,78.01,completed,234.03
526,65,11,2025-05-28,Amazon,5,42.45,refunded,212.25
527,68,3,2025-09-11,Website,5,87.18,cancelled,435.9
528,281,3,2025-05-18,eBay,1,87.18,cancelled,87.18
529,364,10,2025-08-14,Amazon,1,16.0,refunded,16.0
530,159,1,2025-12-01,Amazon,1,58.46,completed,58.46
531,184,2,2025-08-19,eBay,1,40.62,completed,40.62
532,489,7,2025-08-13,Website,1,112.57,completed,112.57
533,453,11,2025-10-29,eBay,2,42.45,cancelled,84.9
534,146,14,2025-03-26,Amazon,4,86.37,completed,345.48
535,80,4,2025-01-31,eBay,2,58.85,cancelled,117.7
536,296,15,2025-11-02,Amazon,3,64.05,completed,192.15
537,13,13,2025-05-29,eBay,3,21.93,cancelled,65.79
538,182,5,2025-03-11,Offline Trade,1,111.48,completed,111.48
539,59,11,2025-12-02,Amazon,3,42.45,completed,127.35
540,166,10,2025-03-16,eBay,2,16.0,completed,32.0
541,226,3,2025-09-08,Amazon,4,87.18,cancelled,348.72
542,154,6,2025-11-18,Offline Trade,3,78.01,refunded,234.03
543,413,16,2025-02-08,Website,4,17.01,refunded,68.04
544,24,6,2025-05-23,eBay,5,78.01,refunded,390.05
545,297,6,2025-06-17,Website,4,78.01,completed,312.04
546,113,13,2025-11-22,eBay,4,21.93,completed,87.72
547,459,12,2025-07-23,Amazon,5,71.75,refunded,358.75
548,427,15,2025-09-11,eBay,2,64.05,completed,128.1
549,110,10,2025-06-22,Amazon,3,16.0,cancelled,48.0
550,115,9,2025-06-25,Website,4,109.74,completed,438.96
551,331,10,2025-11-17,Offline Trade,1,16.0,completed,16.0
552,311,11,2025-03-22,Offline Trade,1,42.45,refunded,42.45
553,250,2,2025-08-08,Amazon,1,40.62,completed,40.62
554,118,13,2025-03-23,eBay,3,21.93,completed,65.79
555,138,10,2025-05-09,Website,3,16.0,completed,48.0
556,42,6,2025-01-27,Offline Trade,2,78.01,completed,156.02
557,389,12,2025-08-08,Website,2,71.75,completed,143.5
558,373,2,2025-04-20,Offline Trade,1,40.62,completed,40.62
559,488,10,2025-10-31,Amazon,2,16.0,cancelled,32.0
560,192,4,2025-01-05,Website,4,58.85,completed,235.4
561,55,13,2025-08-05,Amazon,1,21.93,refunded,21.93
562,308,13,2025-04-28,Offline Trade,1,21.93,completed,21.93
563,282,9,2025-02-22,eBay,1,109.74,completed,109.74
564,316,2,2025-03-12,Offline Trade,3,40.62,completed,121.86
565,364,6,2025-02-05,Website,2,78.01,cancelled,156.02
566,377,11,2025-08-14,eBay,2,42.45,completed,84.9
567,214,1,2025-07-30,Offline Trade,2,58.46,completed,116.92
568,20,4,2025-02-21,Amazon,1,58.85,completed,58.85
569,20,12,2025-07-16,eBay,5,71.75,refunded,358.75
570,230,12,2025-03-13,Amazon,3,71.75,completed,215.25
571,254,10,2025-05-08,eBay,1,16.0,completed,16.0
572,471,11,2025-04-16,Amazon,3,42.45,refunded,127.35
573,111,3,2025-11-27,Website,3,87.18,completed,261.54
574,460,3,2025-07-17,Website,4,87.18,completed,348.72
575,86,1,2025-11-23,Website,4,58.46,cancelled,233.84
576,242,14,2025-07-04,eBay,1,86.37,completed,86.37
577,232,1,2025-10-19,Offline Trade,4,58.46,completed,233.84
578,217,9,2025-12-16,Amazon,5,109.74,refunded,548.7
579,28,3,2025-01-09,Website,1,87.18,completed,87.18
580,87,7,2025-04-21,Website,3,112.57,completed,337.71
581,155,2,2025-09-17,eBay,4,40.62,cancelled,162.48
582,144,9,2025-08-05,Offline Trade,4,109.74,completed,438.96
583,88,9,2025-10-03,Amazon,5,109.74,completed,548.7
584,32,5,2025-06-08,Website,1,111.48,cancelled,111.48
585,268,7,2025-03-21,eBay,2,112.57,refunded,225.14
586,244,15,2025-11-21,Website,5,64.05,completed,320.25
587,357,9,2025-05-03,Website,4,109.74,completed,438.96
588,252,3,2025-08-11,Website,1,87.18,refunded,87.18
589,92,6,2025-11-08,Website,5,78.01,completed,390.05
590,487,13,2025-03-03,Website,2,21.93,completed,43.86
591,167,14,2025-03-25,Offline Trade,1,86.37,completed,86.37
592,194,9,2025-09-22,eBay,5,109.74,completed,548.7
593,388,2,2025-03-06,eBay,3,40.62,completed,121.86
594,166,15,2025-06-21,Offline Trade,1,64.05,completed,64.05
595,130,13,2025-02-02,eBay,5,21.93,cancelled,109.65
596,394,16,2025-09-12,Offline Trade,1,17.01,cancelled,17.01
597,349,5,2025-01-29,Offline Trade,3,111.48,cancelled,334.44
598,23,4,2025-07-08,Amazon,2,58.85,completed,117.7
599,498,10,2025-10-21,Website,1,16.0,completed,16.0
600,149,14,2025-01-02,Website,5,86.37,completed,431.85
601,235,12,2025-01-24,Offline Trade,2,71.75,completed,143.5
602,95,1,2025-03-18,Amazon,4,58.46,completed,233.84
603,333,2,2025-12-02,Offline Trade,5,40.62,completed,203.1
604,36,12,2025-05-08,Offline Trade,3,71.75,completed,215.25
605,137,3,2025-02-09,eBay,3,87.18,completed,261.54
606,279,15,2025-12-11,Website,5,64.05,completed,320.25
607,158,13,2025-09-22,Website,2,21.93,refunded,43.86
608,34,12,2025-08-27,eBay,1,71.75,completed,71.75
609,442,11,2025-02-14,Offline Trade,3,42.45,completed,127.35
610,103,14,2025-04-13,eBay,3,86.37,cancelled,259.11
611,324,13,2025-11-15,Amazon,3,21.93,refunded,65.79
612,111,3,2025-10-30,Offline Trade,3,87.18,completed,261.54
613,368,13,2025-05-06,Amazon,5,21.93,completed,109.65
614,1,2,2025-01-13,Amazon,4,40.62,cancelled,162.48
615,102,5,2025-11-22,Website,3,111.48,completed,334.44
616,467,4,2025-12-03,Offline Trade,1,58.85,completed,58.85
617,204,9,2025-04-16,Amazon,1,109.74,refunded,109.74
618,223,3,2025-01-31,Amazon,4,87.18,completed,348.72
619,337,9,2025-01-23,Amazon,1,109.74,cancelled,109.74
620,26,15,2025-12-25,eBay,4,64.05,refunded,256.2
621,433,12,2025-10-25,Website,1,71.75,cancelled,71.75
622,355,4,2025-11-23,Offline Trade,2,58.85,completed,117.7
623,238,10,2025-10-18,Website,5,16.0,refunded,80.0
624,15,16,2025-05-02,eBay,2,17.01,completed,34.02
625,255,5,2025-07-21,eBay,3,111.48,completed,334.44
626,213,9,2025-05-20,Amazon,4,109.74,completed,438.96
627,322,8,2025-03-11,Website,2,68.99,completed,137.98
628,154,3,2025-03-26,Offline Trade,1,87.18,refunded,87.18
629,149,2,2025-07-28,Website,3,40.62,cancelled,121.86
630,403,16,2025-04-17,Offline Trade,3,17.01,completed,51.03
631,127,5,2025-05-16,Website,4,111.48,completed,445.92
632,267,16,2025-12-18,eBay,2,17.01,cancelled,34.02
633,430,2,2025-04-21,eBay,1,40.62,completed,40.62
634,301,13,2025-12-31,Amazon,1,21.93,completed,21.93
635,288,2,2025-09-20,Website,4,40.62,completed,162.48
636,283,4,2025-03-31,Website,3,58.85,refunded,176.55
637,292,7,2025-10-12,Amazon,4,112.57,completed,450.28
638,221,7,2025-02-22,Amazon,4,112.57,completed,450.28
639,382,10,2025-02-01,Amazon,1,16.0,completed,16.0
640,102,8,2025-07-25,eBay,2,68.99,completed,137.98
641,284,2,2025-10-28,eBay,5,40.62,completed,203.1
642,273,10,2025-02-03,Amazon,1,16.0,refunded,16.0
643,304,10,2025-02-17,eBay,2,16.0,completed,32.0
644,98,14,2025-08-25,Website,1,86.37,completed,86.37
645,335,1,2025-08-10,Offline Trade,5,58.46,refunded,292.3
646,234,10,2025-07-15,Offline Trade,1,16.0,completed,16.0
647,325,6,2025-04-20,Amazon,3,78.01,completed,234.03
648,109,12,2025-08-17,Amazon,3,71.75,completed,215.25
649,243,10,2025-11-14,Amazon,5,16.0,completed,80.0
650,300,11,2025-07-30,Offline Trade,4,42.45,completed,169.8
651,117,3,2025-05-24,Offline Trade,1,87.18,completed,87.18
652,192,15,2025-04-13,Amazon,4,64.05,cancelled,256.2
653,413,9,2025-07-15,eBay,1,109.74,refunded,109.74
654,354,5,2025-09-06,eBay,5,111.48,cancelled,557.4
655,228,13,2025-06-14,Offline Trade,5,21.93,completed,109.65
656,379,5,2025-01-14,eBay,2,111.48,cancelled,222.96
657,134,15,2025-01-16,eBay,2,64.05,completed,128.1
658,329,3,2025-09-29,eBay,4,87.18,cancelled,348.72
659,125,9,2025-03-23,Website,2,109.74,completed,219.48
660,331,5,2025-05-17,Website,2,111.48,completed,222.96
661,272,9,2025-07-18,eBay,5,109.74,completed,548.7
662,349,13,2025-05-02,eBay,2,21.93,completed,43.86
663,481,4,2025-01-15,eBay,5,58.85,cancelled,294.25
664,65,10,2025-03-14,Amazon,5,16.0,refunded,80.0
665,251,7,2025-06-08,Amazon,5,112.57,refunded,562.85
666,23,9,2025-02-16,Website,1,109.74,completed,109.74
667,242,11,2025-04-23,Website,5,42.45,cancelled,212.25
668,301,12,2025-01-01,eBay,4,71.75,cancelled,287.0
669,397,8,2025-03-08,eBay,2,68.99,completed,137.98
670,55,5,2025-01-31,Website,3,111.48,completed,334.44
671,405,16,2025-12-27,Amazon,5,17.01,completed,85.05
672,372,11,2025-07-06,Website,5,42.45,completed,212.25
673,149,1,2025-10-28,Website,4,58.46,completed,233.84
674,221,9,2025-06-15,Amazon,3,109.74,completed,329.22
675,260,9,2025-11-24,Offline Trade,4,109.74,completed,438.96
676,20,16,2025-12-29,eBay,2,17.01,completed,34.02
677,80,2,2025-03-31,Offline Trade,5,40.62,completed,203.1
678,291,14,2025-03-07,Amazon,3,86.37,completed,259.11
679,25,2,2025-07-20,Website,5,40.62,completed,203.1
680,315,6,2025-06-12,Amazon,5,78.01,cancelled,390.05
681,302,9,2025-09-12,Amazon,1,109.74,completed,109.74
682,358,3,2025-05-02,eBay,1,87.18,completed,87.18
683,15,6,2025-11-22,Website,2,78.01,completed,156.02
684,122,16,2025-01-06,eBay,4,17.01,completed,68.04
685,454,14,2025-12-21,Website,2,86.37,completed,172.74
686,108,1,2025-02-25,Website,3,58.46,completed,175.38
687,305,10,2025-08-13,Offline Trade,4,16.0,completed,64.0
688,379,8,2025-09-10,Offline Trade,4,68.99,completed,275.96
689,404,2,2025-07-12,Website,5,40.62,refunded,203.1
690,297,4,2025-11-30,Amazon,5,58.85,completed,294.25
691,500,12,2025-02-07,Website,4,71.75,completed,287.0
692,221,14,2025-06-13,eBay,1,86.37,completed,86.37
693,164,4,2025-06-25,Amazon,1,58.85,refunded,58.85
694,292,7,2025-02-08,Website,2,112.57,completed,225.14
695,95,10,2025-11-11,Offline Trade,5,16.0,completed,80.0
696,216,10,2025-12-01,Amazon,4,16.0,cancelled,64.0
697,421,7,2025-03-22,Website,4,112.57,completed,450.28
698,302,10,2025-04-16,Amazon,3,16.0,refunded,48.0
699,245,8,2025-10-04,eBay,5,68.99,completed,344.95
700,434,3,2025-05-02,Website,3,87.18,completed,261.54
701,384,1,2025-10-20,Offline Trade,4,58.46,completed,233.84
702,338,11,2025-07-04,Website,1,42.45,refunded,42.45
703,497,10,2025-05-31,Offline Trade,1,16.0,completed,16.0
704,288,2,2025-01-14,Amazon,1,40.62,completed,40.62
705,383,16,2025-02-11,Offline Trade,3,17.01,completed,51.03
706,281,4,2025-07-23,Offline Trade,3,58.85,refunded,176.55
707,263,1,2025-02-16,Offline Trade,3,58.46,completed,175.38
708,15,13,2025-07-15,eBay,3,21.93,completed,65.79
709,464,16,2025-01-23,eBay,4,17.01,refunded,68.04
710,487,9,2025-05-15,Amazon,4,109.74,completed,438.96
711,426,9,2025-02-01,Amazon,5,109.74,completed,548.7
712,393,5,2025-12-09,eBay,1,111.48,cancelled,111.48
713,257,9,2025-10-29,Amazon,4,109.74,cancelled,438.96
714,255,6,2025-07-18,Offline Trade,1,78.01,cancelled,78.01
715,312,13,2025-10-21,Amazon,4,21.93,refunded,87.72
716,200,10,2025-02-10,Offline Trade,3,16.0,completed,48.0
717,126,11,2025-10-20,Amazon,5,42.45,completed,212.25
718,303,8,2025-03-30,Amazon,4,68.99,completed,275.96
719,68,3,2025-03-06,Website,2,87.18,refunded,174.36
720,220,1,2025-12-16,Offline Trade,1,58.46,completed,58.46
721,238,15,2025-11-01,eBay,2,64.05,completed,128.1
722,38,4,2025-02-14,Offline Trade,1,58.85,cancelled,58.85
723,16,15,2025-10-10,eBay,4,64.05,completed,256.2
724,327,7,2025-08-23,Website,5,112.57,cancelled,562.85
725,200,7,2025-09-25,Offline Trade,5,112.57,completed,562.85
726,428,11,2025-03-18,Amazon,4,42.45,cancelled,169.8
727,394,12,2025-10-26,Website,5,71.75,completed,358.75
728,455,13,2025-02-21,eBay,5,21.93,cancelled,109.65
729,313,2,2025-07-30,eBay,3,40.62,refunded,121.86
730,370,6,2025-10-20,Offline Trade,4,78.01,completed,312.04
731,425,13,2025-05-22,Offline Trade,2,21.93,completed,43.86
732,85,10,2025-11-08,Offline Trade,5,16.0,completed,80.0
733,380,6,2025-06-19,Amazon,4,78.01,completed,312.04
734,118,6,2025-05-18,eBay,4,78.01,completed,312.04
735,375,7,2025-06-05,eBay,3,112.57,completed,337.71
736,326,16,2025-12-23,Website,4,17.01,completed,68.04
737,322,3,2025-06-03,Offline Trade,2,87.18,completed,174.36
738,197,6,2025-08-02,Website,3,78.01,completed,234.03
739,35,1,2025-04-19,Offline Trade,4,58.46,refunded,233.84
740,301,6,2025-07-11,Website,5,78.01,cancelled,390.05
741,459,14,2025-02-03,eBay,2,86.37,cancelled,172.74
742,253,12,2025-03-11,Website,4,71.75,completed,287.0
743,222,7,2025-04-13,Website,2,112.57,completed,225.14
744,434,1,2025-08-22,Website,1,58.46,completed,58.46
745,194,9,2025-05-21,eBay,2,109.74,refunded,219.48
746,202,8,2025-07-23,Website,5,68.99,completed,344.95
747,129,1,2025-07-10,Offline Trade,2,58.46,cancelled,116.92
748,136,1,2025-04-01,Offline Trade,4,58.46,cancelled,233.84
749,488,7,2025-06-29,eBay,5,112.57,completed,562.85
750,174,14,2025-12-19,Website,3,86.37,completed,259.11
751,2,4,2025-07-17,Website,1,58.85,completed,58.85
752,291,15,2025-04-20,Amazon,5,64.05,completed,320.25
753,20,15,2025-05-18,Offline Trade,2,64.05,cancelled,128.1
754,109,13,2025-12-16,Website,1,21.93,refunded,21.93
755,220,5,2025-11-28,Amazon,2,111.48,cancelled,222.96
756,245,3,2025-04-25,eBay,1,87.18,cancelled,87.18
757,386,7,2025-12-31,eBay,3,112.57,refunded,337.71
758,27,14,2025-06-28,Offline Trade,4,86.37,completed,345.48
759,462,11,2025-08-27,eBay,2,42.45,cancelled,84.9
760,201,1,2025-07-23,Website,5,58.46,completed,292.3
761,439,8,2025-12-06,eBay,5,68.99,cancelled,344.95
762,255,2,2025-11-08,eBay,5,40.62,completed,203.1
763,166,8,2025-09-04,Website,1,68.99,completed,68.99
764,25,6,2025-11-24,eBay,3,78.01,completed,234.03
765,244,7,2025-12-02,eBay,3,112.57,completed,337.71
766,31,6,2025-09-22,Amazon,2,78.01,completed,156.02
767,122,2,2025-07-26,eBay,5,40.62,completed,203.1
768,84,6,2025-12-02,Offline Trade,1,78.01,completed,78.01
769,86,3,2025-08-03,Offline Trade,3,87.18,refunded,261.54
770,258,16,2025-10-26,Amazon,1,17.01,completed,17.01
771,33,11,2025-12-18,Offline Trade,2,42.45,completed,84.9
772,266,10,2025-06-03,Amazon,5,16.0,cancelled,80.0
773,194,13,2025-05-31,Website,2,21.93,refunded,43.86
774,478,1,2025-05-13,Amazon,2,58.46,completed,116.92
775,2,9,2025-04-24,eBay,1,109.74,completed,109.74
776,423,14,2025-08-04,eBay,3,86.37,completed,259.11
777,383,10,2025-10-27,eBay,3,16.0,refunded,48.0
778,30,3,2025-08-29,Website,1,87.18,cancelled,87.18
779,81,5,2025-11-14,Website,5,111.48,refunded,557.4
780,140,3,2025-09-14,Website,2,87.18,refunded,174.36
781,451,15,2025-06-02,Offline Trade,5,64.05,completed,320.25
782,485,4,2025-03-12,Amazon,2,58.85,completed,117.7
783,109,6,2025-10-19,Offline Trade,4,78.01,completed,312.04
784,228,13,2025-04-03,Website,3,21.93,refunded,65.79
785,360,8,2025-11-20,Amazon,3,68.99,completed,206.97
786,190,8,2025-01-03,Offline Trade,1,68.99,completed,68.99
787,475,16,2025-03-28,Amazon,2,17.01,refunded,34.02
788,421,7,2025-03-08,Offline Trade,1,112.57,refunded,112.57
789,429,5,2025-08-08,Offline Trade,4,111.48,refunded,445.92
790,236,11,2025-01-20,Amazon,1,42.45,completed,42.45
791,397,11,2025-06-14,Amazon,1,42.45,completed,42.45
792,396,7,2025-11-17,Amazon,1,112.57,completed,112.57
793,83,6,2025-06-09,Amazon,3,78.01,completed,234.03
794,457,16,2025-09-15,eBay,4,17.01,completed,68.04
795,283,11,2025-01-24,eBay,1,42.45,completed,42.45
796,352,4,2025-09-24,eBay,4,58.85,refunded,235.4
797,402,13,2025-06-25,Offline Trade,2,21.93,completed,43.86
798,79,2,2025-03-26,Offline Trade,2,40.62,completed,81.24
799,177,11,2025-04-25,Amazon,2,42.45,completed,84.9
800,243,10,2025-10-29,Amazon,1,16.0,completed,16.0
801,296,4,2025-12-31,Website,3,58.85,refunded,176.55
802,17,14,2025-10-01,Website,3,86.37,cancelled,259.11
803,395,15,2025-12-05,Website,1,64.05,completed,64.05
804,204,3,2025-12-20,Website,1,87.18,refunded,87.18
805,234,12,2025-07-14,Website,4,71.75,cancelled,287.0
806,219,6,2025-08-31,Amazon,3,78.01,completed,234.03
807,365,14,2025-06-04,Offline Trade,1,86.37,completed,86.37
808,275,2,2025-05-19,Amazon,5,40.62,refunded,203.1
809,91,12,2025-09-19,Website,1,71.75,completed,71.75
810,309,6,2025-02-24,Offline Trade,1,78.01,completed,78.01
811,110,10,2025-04-13,eBay,5,16.0,cancelled,80.0
812,473,1,2025-07-03,Offline Trade,2,58.46,completed,116.92
813,488,11,2025-01-21,Offline Trade,2,42.45,completed,84.9
814,436,1,2025-06-19,Amazon,4,58.46,completed,233.84
815,270,7,2025-12-10,Website,1,112.57,completed,112.57
816,160,6,2025-12-09,Offline Trade,5,78.01,completed,390.05
817,315,2,2025-09-19,Website,1,40.62,completed,40.62
818,297,6,2025-11-26,Amazon,3,78.01,refunded,234.03
819,426,2,2025-05-16,Offline Trade,3,40.62,completed,121.86
820,201,1,2025-03-31,Website,1,58.46,completed,58.46
821,319,5,2025-12-13,eBay,3,111.48,refunded,334.44
822,222,5,2025-02-18,Website,1,111.48,completed,111.48
823,270,10,2025-12-06,Amazon,2,16.0,completed,32.0
824,240,1,2025-08-13,eBay,3,58.46,completed,175.38
825,282,12,2025-06-25,Amazon,3,71.75,completed,215.25
826,445,10,2025-07-24,Offline Trade,4,16.0,completed,64.0
827,291,15,2025-12-20,Offline Trade,4,64.05,refunded,256.2
828,118,16,2025-02-27,Amazon,2,17.01,completed,34.02
829,231,11,2025-02-23,Offline Trade,2,42.45,cancelled,84.9
830,40,8,2025-10-19,Offline Trade,4,68.99,completed,275.96
831,237,16,2025-07-14,eBay,5,17.01,cancelled,85.05
832,42,7,2025-12-17,Amazon,1,112.57,refunded,112.57
833,249,3,2025-02-27,Offline Trade,4,87.18,refunded,348.72
834,150,9,2025-02-02,eBay,1,109.74,completed,109.74
835,312,12,2025-12-27,Amazon,1,71.75,completed,71.75
836,279,16,2025-09-25,Website,5,17.01,refunded,85.05
837,188,7,2025-09-04,eBay,2,112.57,refunded,225.14
838,63,13,2025-10-13,Website,2,21.93,completed,43.86
839,445,4,2025-09-16,Offline Trade,2,58.85,refunded,117.7
840,27,13,2025-02-08,Offline Trade,2,21.93,completed,43.86
841,365,2,2025-06-19,eBay,2,40.62,completed,81.24
842,134,9,2025-04-25,Offline Trade,5,109.74,refunded,548.7
843,129,3,2025-02-10,Offline Trade,2,87.18,refunded,174.36
844,365,2,2025-08-18,Website,5,40.62,refunded,203.1
845,403,7,2025-06-11,Website,4,112.57,refunded,450.28
846,100,15,2025-02-22,Offline Trade,1,64.05,refunded,64.05
847,392,15,2025-10-13,Website,1,64.05,completed,64.05
848,313,3,2025-11-13,eBay,5,87.18,cancelled,435.9
849,373,8,2025-04-16,Offline Trade,5,68.99,completed,344.95
850,4,2,2025-01-28,Amazon,3,40.62,refunded,121.86
851,214,15,2025-10-14,Offline Trade,3,64.05,completed,192.15
852,202,9,2025-02-28,Website,4,109.74,completed,438.96
853,187,13,2025-06-24,eBay,1,21.93,completed,21.93
854,470,7,2025-09-25,eBay,5,112.57,completed,562.85
855,336,16,2025-03-26,Offline Trade,1,17.01,completed,17.01
856,291,9,2025-02-24,eBay,4,109.74,cancelled,438.96
857,167,16,2025-04-07,Website,2,17.01,refunded,34.02
858,252,9,2025-08-23,Amazon,2,109.74,completed,219.48
859,253,7,2025-08-01,Website,1,112.57,cancelled,112.57
860,495,2,2025-08-19,Offline Trade,1,40.62,cancelled,40.62
861,178,2,2025-03-10,Offline Trade,5,40.62,completed,203.1
862,439,8,2025-01-25,Offline Trade,5,68.99,cancelled,344.95
863,65,9,2025-09-18,Amazon,4,109.74,cancelled,438.96
864,128,7,2025-03-07,Website,2,112.57,refunded,225.14
865,120,15,2025-11-07,eBay,5,64.05,cancelled,320.25
866,64,6,2025-08-03,Amazon,4,78.01,completed,312.04
867,347,4,2025-06-25,eBay,4,58.85,refunded,235.4
868,238,2,2025-03-12,Offline Trade,2,40.62,cancelled,81.24
869,485,5,2025-06-03,eBay,5,111.48,cancelled,557.4
870,242,15,2025-04-13,Amazon,2,64.05,cancelled,128.1
871,154,10,2025-12-18,eBay,3,16.0,completed,48.0
872,139,5,2025-09-15,eBay,2,111.48,completed,222.96
873,479,14,2025-10-15,Offline Trade,3,86.37,cancelled,259.11
874,50,12,2025-12-08,Offline Trade,5,71.75,cancelled,358.75
875,66,4,2025-08-05,Website,3,58.85,cancelled,176.55
876,133,8,2025-01-13,Offline Trade,1,68.99,completed,68.99
877,450,2,2025-12-10,Website,1,40.62,completed,40.62
878,175,3,2025-03-24,eBay,3,87.18,completed,261.54
879,183,13,2025-02-01,eBay,2,21.93,completed,43.86
880,347,10,2025-01-17,eBay,5,16.0,refunded,80.0
881,62,11,2025-11-12,Amazon,1,42.45,cancelled,42.45
882,114,16,2025-05-02,eBay,4,17.01,completed,68.04
883,495,10,2025-07-18,Offline Trade,4,16.0,completed,64.0
884,261,1,2025-01-28,Website,5,58.46,completed,292.3
885,447,6,2025-11-14,Offline Trade,2,78.01,completed,156.02
886,408,12,2025-10-29,Amazon,3,71.75,completed,215.25
887,117,7,2025-08-18,Amazon,3,112.57,completed,337.71
888,240,4,2025-03-30,Website,2,58.85,refunded,117.7
